"id","product_category_id","name","price","short_description","long_description"
126,1,Nike Zoom 004 X MMW,28797,Shoe,"Alyx founder and Givenchy creative director Matthew M. Williams is known for his ability to push fashion into new spaces. His ethos is simple: combine the influence of his experiences in New York and California with recent tech breakthroughs. Previously unveiled at Nike's 2020 Future Sport Forum, the Nike Zoom 004 x MMW highlights Nike innovation and creates a space where performance and modern aesthetics collide."
127,1,Nike Mercurial Superfly 8 Club TF,4797,Artificial-Turf Football Shoe,The Nike Mercurial Superfly 8 Club TF combines breathable and flexible materials for a seamless fit.A rubber sole helps supercharge traction on turf.
128,1,Nike Air Force 1 Crater Flyknit,5997,Older Kids' Shoe,The Nike Air Force 1 Crater Flyknit updates classic b-ball style with at least 20% recycled content by weight.Super-airy Flyknit material feels breathable and stretchy around your foot.The speckled sole ups the legendary comfy style that lets you give a little back with every step.
129,1,Nike Blazer Mid '77 Essential,6637,Women's Shoes,"Go ahead, perfect your outfit.The Nike Blazer Mid '77 delivers a timeless design that's easy to wear.Its crisp leather in the upper breaks in beautifully and pairs with bold retro branding and luscious accents for a premium feel."
130,1,Nike ACG Air Mowabb,11597,Shoes,"Celebrate the great outdoors and get your feet dirty in the Nike ACG Air Mowabb.Celebrating its 30th year, the legendary hiking design gives you the advantage of comfy Air underfoot, supportive Huarache technology around the heel and a speckled midsole to deliver unmistakable comfort and style.Soft nubuck leather in the upper adds durability while the stretchy collar personalises the fit.Lace up and get to your next adventure."
131,1,Nike Zoom Fly 4,11597,Men's Road Running Shoes,"Train hard and find your rhythm on the road. From the moment you lace up, the lacing system wraps around your foot for a secure feel from start to finish. The added flex feels highly responsive and secure with every step. A soft, breathable upper is combined with a stretchy collar for a sock-like fit for a secure, stable sensation. You've got goals to hit, lace up and fly towards a new best."
132,1,Nike Air Huarache,8237,Women's Shoes,"Built to fit your foot and designed for comfort, the Nike Air Huarache brings back the street-level favourite.Smooth leather on the upper mix with super-breathable, perfectly shined neoprene-like fabric for easy styling.The low-cut collar and bootie-like construction keep it sleek and comfy.The iconic heel clip and stripped away branding keep the '90s running look you love."
133,1,LeBron 19,8797,Older Kids' Basketball Shoes,"From chasedown blocks to big dunks, LeBron James dominates the court like no other.The LeBron 19 has all the Air underfoot so you can elevate your game to MVP status.Lightweight, flexible and supportive for growing feet, we introduce the next evolution in The King's signature basketball shoes."
134,1,Nike Phantom GT2 Club Dynamic Fit TF,4797,Turf Football Shoe,"Building off the Phantom GT, the Nike Phantom GT2 Club Dynamic Fit TF features an updated design and patterning that's engineered to help you place your shots with pinpoint accuracy.Off-centre lacing provides a clean strike zone to help you dribble, pass and score with precision."
135,1,NikeCourt React Vapor NXT,11597,Men's Hard Court Tennis Shoe,"Meet the next generation of tennis performance. Built using years of athlete data, the NikeCourt React Vapor NXT brings top-notch traction and an innovative cushioning system, so you can play at your best during your fastest and fiercest matches."
136,1,Nike Air Force 1 Sculpt,8237,Women's Shoes,The Nike Air Force 1 High Sculpt checks all your boxes.The sculpted collar and removed ankle strap streamline the iconic hoops look.Soft and slightly textured leather gives a premium touch that breaks in beautifully.
137,1,Nike Air Zoom Infinity Tour NRG,13277,Golf Shoe (Wide),"One of our favourite post-round traditions includes a pit stop at the 19th hole.You know the one—It has dart boards, pool tables and perfectly broken-in bar stools.It's a place where successes become legendary and lost balls are laughed over.With cork and felt details inspired by that celebration, we created the Nike Air Zoom Infinity Tour NRG so you can take a piece of the after-party to the course."
138,1,Nike Space Hippie 04,8797,Women's Shoe,"Space Hippie is a story of trash transformed. From the upper to the outsole, at least 25% of the Space Hippie 04 is made from recycled material, by weight. Not only is it the most lightweight silhouette within the collection, it also has the lowest carbon footprint. Its 'Space Waste Yarn' upper includes about 75% recycled content, by weight, made from recycled plastic bottles, T-Shirts and yarn scraps. A soft, Crater Foam midsole combines Nike grind with a blend of foams for stability and a unique aesthetic."
139,1,Nike Zoom Prevail,6637,Men's Road Running Shoe,"When you're training on a regular basis, you want a shoe that's responsive and cushions your impact.The Nike Zoom Prevail puts that pep in your step with a Zoom Air unit and Nike React foam.Plus, the lightweight and supportive design includes padding at the tongue and heel for an extra bit of comfort when you lace up."
140,1,Nike DBreak SE,7437,Women's Shoe,"Following in the legendary footsteps of the '79 classic, the Nike DBreak SE gives your athletics look a champion's finish.Bridging past and present, it combines the luscious feel of old-school suedes with airy textile materials.The rubber Waffle outsole keeps the throwback appeal.Animal print details make it wild."
141,1,Nike Flex Plus,3597,Older Kids' Road Running Shoes,"On your marks! The Nike Flex Plus is built for runners of all levels and equipped for all-day play. With a flexible feel, super-soft cushioning and an easy slip-on design (no laces needed!), these are ready to zoom around the track and playground."
142,1,Nike Wildhorse 7,8237,Women's Trail Running Shoes,Take on those tough and extreme trail runs with the rugged build of the Nike Wildhorse 7.Confidently run rocky terrain with high-abrasion rubber on the outsole that adds durable traction.The upper delivers durable ventilation with support where you need it.Foam midsole cushioning gives a neutral feel and provides responsiveness on every mile.
143,1,Nike Mercurial Vapor 14 Club IC,3997,Indoor/Court Football Shoe,"The Nike Mercurial Vapor 14 Club IC sets you up for speed on street, court and indoor surfaces.A herringbone pattern on the bottom provides better trapping during small-sided games, and a grippy texture throughout the top gives you precise control of the ball."
144,1,Nike Flow 2020 ISPA,13277,Men's Shoes,"The Nike Flow 2020 ISPA puts forth a sophisticated solution to complex footwear problems. The unique pull-string lacing system lets you easily customise your fit on the go, while strategically placed mesh provides ventilation where you need it.Translucent rubber accents add toughness and textile on the upper creates a sock-like feel that stands up to wear."
145,1,Nike Air Max Pre-Day Be True,9197,Shoes,This year's Be True collection celebrates pride by honouring LGBTQIA+ communities worldwide.The Nike Air Max Pre-Day Be True comes with 9 hook-and-loop flags that represent the multiple communities of gender identities and sexual orientations.Choose what's true to you with bold colours that make a lasting statement.Want more?Check out the Product Details for a little history on each flag.
146,1,Nike Ace Summerlite,6637,Women's Golf Shoe (Wide),"We brought it back and it's better than ever. The Nike Ace Summerlite updates the original mesh design with a thin, flexible overlay that helps keep out debris. It even has a smooth, micro-suede lining that's so comfortable you can wear it without socks. Plus, the new integrated traction pattern keeps the design as lightweight as possible—without sacrificing grip."
147,1,Nike Aqua Rift,7997,Women's Shoes,"Blending features from 2 classic '90s style influences, the Nike Aqua Rift takes retro beach style into the present with a futuristic silhouette and an exaggerated stance.Featuring the iconic split toe from the Nike Air Rift, it looks like nothing else on the streets.Larger-than-life shapes and bold colours put the upper in a time and place all of its own."
148,1,Nike React Metcon Turbo,10797,Training Shoes,"The Nike React Metcon Turbo puts stability and responsiveness in a lightweight package, to help you hit your next PB.From the cushioning underfoot to the rope wrap at the instep, every detail is pared down to minimise weight while maximising function and durability.Lighter, stronger materials are built for speed and strength."
149,1,Zion 1 PF,8237,Basketball Shoe,"With a down-to-earth persona and abilities that are out of this world, Zion is unlike anybody else.On court, the gentle spirit who's all about family transforms into an unmatched force of unstoppable athleticism and speed.The Zion 1 kicks off his signature line with a design inspired by his duality of humility and superhuman ability.Full-length Air Strobel cushioning is stacked with a Zoom Air unit in the forefoot—a sensational mix of plush underfoot comfort and rapid responsiveness.It's light, stable and strong, with aggressive traction to help Zion grip the court and control his power.This PF version uses an extra-durable outsole that's designed for outdoor courts."
150,1,Nike Renew Retaliation TR 2,4797,Men's Training Shoe,"The Nike Renew Retaliation TR 2 has soft foam cushioning and stability for class-based workouts. The laces anchor into the sides to hold your foot in place for cardio, bodyweight moves and everything in between."
151,1,Nike Lahar Low,9197,Women's Shoes,"Built for the rugged urban landscape, the Nike Lahar Low brings you a retro design that's as tough as it is ready for city living.Made from thick, heavy-duty leather, it features details from the '89 Lahar Escape Boot for a classic look.The rugged tread, round laces and metal eyelets will have you ruling the streets and the trails."
152,1,Nike Jr. Phantom GT2 Academy Dynamic Fit MG,5197,Younger/Older Kids' Multi-Ground Football Boot,"Building on the Phantom GT, the Nike Jr. Phantom GT2 Dynamic Fit MG has an updated design and patterning that are engineered to help you place your shots with pinpoint accuracy.Off-centre lacing provides a clean strike zone to help you dribble, pass and score with precision."
153,1,Nike Waffle One,7437,Women's Shoes,"Bringing a new look to the iconic Waffle franchise, the Nike Waffle One balances everything you love most about heritage Nike running with fresh innovations.Its new durable plastic heel clip adds energy while a mixture of transparent mesh and textural suedes primes you for your next adventure.Check out the outsole—the specks are there because it's made from about 3% Nike Grind.The new springy midsole features the classic wedge shape while the updated Waffle outsole provides a level of support and traction you have to feel to believe."
154,1,Nike Air VaporMax 2021 FK,10397,Older Kids' Shoes,"Made with at least 40% recycled content by weight, the Nike Air VaporMax 2021 FK defines innovative comfort.Super-stretchy and supportive Flyknit fabric feels like wearing a sock, plus VaporMax Air from heel to toe gives you ultra-lightweight bounce.Flex into the future with us and feel the good vibes."
155,1,Nike Force 1 Fontanka,3597,Baby/Toddler Shoes,"We broke down, tore apart and reassembled a true legend. The Nike Force 1 Fontanka is a crazy twist on our iconic AF-1—remade for kiddos. With altered design lines, soft suede touches and extra rubber details, rep the unexpected with a creative take on the '82 classic."
156,1,Nike Air Max AP,6637,Men's Shoes,"With its sleek, sporty design, the Nike Air Max AP lets you bridge past and present in first-class comfort.Flashes of heritage detailing nod to the Air Max 97, while the streamlined upper and softer midsole give it a modern edge.The low-profile design with a plush padded collar, airy mesh and a comfortable sockliner begs to be worn with any outfit."
157,1,Nike Daybreak,7437,Women's Shoes,"Following in the footsteps of the OG from '79, the marathon-winning Nike Daybreak is a blast from the past that brings style and history through every detail. It has the iconic Waffle outsole, wool upper and a heritage sports colourway that brings varsity-level design to the streets."
158,1,Nike SB Shane T,5437,Skate Shoes,The first signature shoe from technical phenomenon Shane O'Neill is lightweight and built to perform. Unique lacing lets you choose between lacing your shoes the traditional way or by running them through durable ghillie loops.
159,1,Nike Waffle One,6637,Women's Shoes,"Bringing a new look to the Waffle sneaker family, the Nike Waffle One balances everything you love about heritage Nike running with fresh innovations.Its TPU heel clip adds energy while a mixture of transparent mesh (let that sock game shine) and retro suedes give texture and depth.The updated Waffle outsole provides a level of support and traction you have to feel to believe."
160,1,Nike Air VaporMax 2021 FK,14077,Women's Shoe,"Made from at least 40% recycled materials by weight, the Nike Air VaporMax 2021 FK is airy and easy to wear with super-stretchy, recycled Flyknit fabric (plus a soft collar that sculpts your ankle).The stitched-on Swoosh and recycled TPU heel clip add a splash of intrigue as you float down the streets on incredibly soft VaporMax cushioning."
161,1,Nike React Metcon Turbo,10797,Women's Training Shoe,"The Nike React Metcon Turbo puts stability and responsiveness in a lightweight package, to help you hit your next PB. From the cushioning underfoot to the rope wrap at the instep, every detail is pared down to minimise weight while maximising function and durability. Lighter, stronger materials are built for speed and strength."
162,1,Nike Air Max Pre-Day LX,9997,Men's Shoes,"Taking the classic look of heritage Nike running into a new realm, the Nike Air Max Pre-Day LX brings you a fast-paced look ready for today's world.Made from at least 20% recycled materials by weight, it keeps the retro athletics aesthetic you know best and adds a new Air window to help energise the look."
163,1,Nike Sunray Protect 2,2397,Younger Kids' Sandal,"The Nike Sunray Protect 2 has a quick-drying design, so kids are free to jump, skip and splash. It has a thin, soft sole with rubber on the bottom for traction when it's wet. A strap on either side gives it a secure fit and makes it easy and fast to get it on and off."
164,1,Jordan Delta 2,9197,Women's Shoe,"The Jordan Delta 2 offers a fresh, fearless take on the features you want: durability, comfort and an attitude that's Jordan to the core.We updated design lines and swapped out some components, but the idea is the same as the first Delta.The 2 still has that clashing combination of supportive and space age-like materials, with lots of different textures and heavy stitching to create a look that's both adventurous and iconic."
165,1,Kyrie Infinity,6397,Older Kids' Basketball Shoes,Play with the sizzle and flair like one of the game's best in the Kyrie Infinity. This edition of Kyrie Irving's signature shoe is made for flexibility and a snug fit so you can cross over and change directions quickly on the court. His signature logo on the tongue displays the stamp of the champ while you play.
166,1,Nike Free Run 5.0,6637,Men's Road Running Shoes,"Made from at least 20% recycled material by weight, the sock-like boot of this Nike Free is designed to transition from running to training to your everyday routine. With a breathable knit upper, it combines the flexibility you love with a secure design that will help keep you close to the ground for that barefoot feeling. New cushioning is lighter, softer and more responsive than previous versions so you can keep moving in comfort whether you're on the tarmac or track."
167,1,Nike Jr. Mercurial Superfly 8 Club MG,3597,Younger/Older Kids' Multi-Ground Football Boot,"The Nike Jr. Mercurial Superfly 8 Club MG sets you up for speed with a seamless fit.Grippy texture on top gives you precise control, while studs on the bottom provide traction for quick cuts and sudden stops."
168,1,NikeCourt Legacy,3597,Women's Mule,"Ease into a slip-on, pro-level design that feels off-court relaxed.The canvas front looks like your favourite court shoe but the dropped heel lets you slip your foot in easily.Step away from the net and into a shoe where competition meets casual."
169,1,Nike Pegasus Trail 3,9197,Men's Trail Running Shoes,"Find your wings with an off-road run.The Nike Pegasus Trail 3 has the same comfort you love, with a design that nods to the classic Pegasus look.Nike React foam delivers responsive cushioning while tough traction helps you stay moving through rocky terrain.More support around the midfoot helps you feel secure on your journey."
170,1,Nike Zoom Mamba V,8397,Athletics Distance Spikes,"Designed specifically for the steeplechase, the Nike Zoom Mamba V delivers traction and a secure fit in wet conditions.The upper is built to help let water out, leaving you dry and light to help maintain your speed."
171,1,Nike Air Zoom Pegasus 38 FlyEase,7997,Men's Easy On/Off Road Running Shoes,"Your workhorse with wings returns, this time with a wider forefoot and a FlyEase entry system that gets you in and out quickly on your daily runs. It has the same cushioned support you love and expect from the Pegasus, helping you fly past your personal goals and your fiercest competitor—yourself."
172,1,Nike Air Zoom Pegasus 38,7997,Men's Road Running Shoes (Extra Wide),Hit the road in your workhorse with wings. A fan-favourite returns with extra bounce for long runs or racking up your daily miles. Feel the spring in your step with each stride using the same cushioned support as its predecessor. Mesh in the upper combines the comfort and durability you want with a fit that nods back to the classic Peg.
173,1,Nike Glide FlyEase,8237,Shoe,"Imagine a shoe you didn't have to tie but could just step in and go.The Nike Glide FlyEase makes your dreams a reality with a FlyEase design that lets you get into your shoes with little effort.Plush and comfortable, it's got cushioning made from ZoomX foam for a responsive ride."
174,1,NikeCourt Air Zoom GP Turbo,9997,Men's Hard Court Tennis Shoes,"Tennis matches are fast, fierce and long.The NikeCourt Air Zoom GP Turbo combines an incredibly responsive, full-length Zoom Air unit with zones of durability so you can stay fresh for longer."
175,1,Nike Jr. Tiempo Legend 9 Club IC,2957,Younger/Older Kids' Indoor Court Football Shoe,"The Nike Jr. Tiempo Legend 9 Club IC is a low-profile design that's reinvented for fast play.The upper features raised areas throughout the strike zone for precise dribbling, passing and shooting, while a rubber sole helps supercharge traction during small-sided games."
176,1,Nike Air Max 97 LX,13277,Women's Shoes,"Ride in first-class comfort.The Nike Air Max 97 LX lets you push your style full speed ahead with a design inspired by Japanese bullet trains.Re-imagined with a braided design on the upper, its construction feels great with or without socks.Decorative vents along the sides bring a fresh twist to the icon."
177,1,Nike Air Max 96 2,11597,Women's Shoes,"'90s style returns with the Air Max 96 2.Bringing back the era-defining shape first imagined by one of Nike's most decorated designers, it's an essential wardrobe staple that boasts an athletics-inspired look.The large Nike Air unit keeps the perfect amount of casual while adding lasting comfort."
178,1,Nike ZoomX Vaporfly Next% x Gyakusou,19997,Running Shoes,Maverick spirit.Jun Takahashi and his GIRA (Gyakusou International Running Association) return with another running staple.The Nike ZoomX Vaporfly Next% x Gyakusou clears your path to record-breaking speed with a light and fast feel.It's designed with more cushioning underfoot and reduced weight for energy return and comfort.
179,1,Nike Air More Uptempo,4797,Baby & Toddler Shoe,"The Nike Air More Uptempo is all about the A-I-R!You can't miss the big Air cushioning that lasts all day.With elastic straps to make sure your foot stays secure plus durable materials, you'll be blazing trails for the next generation."
180,1,Nike Air Max 2021,11597,Women's Shoes,"We could tell you that our innovative Air system delivers the best sensation you've ever felt. Or say how the honeycombed foam midsole gives you an incredible, super-soft feel. We could tell you a lot of things about these shoes. But what fun is giving away all the surprises? Lace up and ride the next era of Air for yourself."
181,1,Nike Air Zoom Pegasus 38 FlyEase,7997,Women's Easy On/Off Road Running Shoes (Wide),"Your workhorse with wings returns.The Nike Air Zoom Pegasus 38 FlyEase gives you that extra bounce for long, short or everyday road runs.It's cool and breathable with a wider fit at the toes for stability and plenty of cushioned support to help you fly past your personal goals.A FlyEase entry system gets you in quickly and easily.Bold colours nod to the world coming together to celebrate sport."
182,1,NikeCourt Vapor Lite,5437,Men's Hard Court Tennis Shoes,"Like a racing car, the NikeCourt Vapor Lite keeps most of its features under the bonnet.Its unique cushioning system is built to help you get to the ball as fast as you can.An innovative, 4-point strap takes inspiration from racing-car harnesses to help keep your foot locked down during your fiercest matches.All in a lightweight, breathable design that's incredibly comfortable."
183,1,Nike Phantom GT2 Dynamic Fit Elite FG,17597,Firm-Ground Football Boot,"Building off the Phantom GT, the Nike Phantom GT2 Elite FG features an updated design and raised patterning to help create optimal spin to control the flight of the ball. Off-centre lacing provides a clean strike zone for skilful dribbling, passing and shooting."
184,1,NikeCourt Zoom Vapor Cage 4 Rafa,10797,Men's Hard Court Tennis Shoes,"Innovated to withstand your toughest matches, this updated design puts flexible, durable materials exactly where they're needed most. Signature Rafael Nadal details let you rep your favourite player while you run the court."
185,1,Nike Air Zoom Pegasus 38,7997,Men's Road Running Shoes,"The road is your runway. Get ready to take flight in the workhorse with wings. Back with extra bounce that's perfect for hitting the tarmac. Whether you're racking up everyday miles or on your long run, feel the spring in your step with the same cushioned support as its predecessor. Breathable mesh in the upper combines the comfort and durability you want with a wider fit at the toes."
186,1,Nike Air Huarache,9197,Women's Shoes,"Built for comfort, this iteration of the Nike Air Huarache brings cool-weather-ready fabrics to a street-level favourite.Rich, textured suede on the upper mixes with super-breathable, perfectly shined neoprene-like fabric.The low-cut collar and inner sleeve keep it sleek and comfy.The iconic heel clip and stripped-away branding keep the original '90s running look you love."
187,1,Nike Burrow,3197,Women's Slipper,"There's nothing like cosying up to a campfire.Nothing like adventure.But also, there's nothing like the comfort of home.The Nike Burrow lets you bridge worlds.Slip them on and get lounging or step out of the tent and enjoy the fresh mountain air.Its fleece-like lining helps keep you warm.The marshmallow soft foam midsole/outsole with grippy traction pattern adds spring to your step."
188,1,Nike Flow 2020 ISPA SE,14077,Shoes,"Today's environment has complex problems that need sophisticated solutions.The Nike Flow 2020 ISPA SE takes on that need, delivering a durable upper with webbing and synthetic accents for added toughness.The insulated textile on the upper creates a sock-like feel for added comfort while the unique lacing system lets you easily customise your fit on the go."
189,1,Nike Ace Summerlite,6637,Women's Golf Shoe,"We brought it back and it's better than ever. The Nike Ace Summerlite updates the original mesh design with a thin, flexible layer that helps keep out debris. It even has a smooth, micro-suede lining that's so comfortable you can wear it without socks. Plus, the new integrated traction pattern keeps the design as lightweight as possible—without sacrificing grip."
190,1,Nike React Infinity Run Flyknit 2,11597,Men's Road Running Shoes,"The Nike React Infinity Run Flyknit 2 continues to help reduce injury and keep you running.A refreshed upper uses Flywire technology that combines with Flyknit for support and breathability where you need it.The high foam heights provide soft responsiveness and long-lasting comfort.It's still one of our most tested shoes, designed to help you feel the potential when your foot hits the pavement."
191,1,Nike Offline 2.0,9197,Men's Mule,"Refresh and relax in the Nike Offline 2.0 Mule.Its micro-bead insole creates a subtle texture that massages your feet while the padded, bootie-like upper feels soft and airy.Rounded laces bring it into a new realm and let you personalise your fit, while the cork and rubber heel piece contrasts against the technical upper for a modern look.We think it's OK to do nothing—just do it comfortably."
192,1,Nike Air Max Dawn,5997,Older Kids' Shoes,"In the Air Max world, it's a new day with the Nike Air Max Dawn.We bring classic vibes with soft suede details and build a look for the future with a shoe made from at least 20% recycled materials by weight.Simple, versatile and cushioned with Air—you can't go wrong starting your day off in these kicks."
193,1,Nike SB Shane Premium,5757,Skate Shoes,The Nike SB Shane Premium performs like the original but looks like it walked right off the beaten path.The classic blend of suede and canvas is finished with a felted collar and rope laces that nod to vintage hiking footwear.
194,1,Nike Canyon,5437,Women's Sandal,"Go out, hike up, dive in.This rugged sandal keeps your feet secure with 3 hook-and-loop straps.The cushioned sole gives you all-day comfort while the upper dries quickly and helps keep you blister free."
195,1,NikeCourt Legacy Serena Williams Design Crew,5437,Women's Shoes,"You don't need 3D glasses to see the texture on these multi-dimensional shoes. Celebrating Serena the athlete and Serena the fashion icon, details include an upper that begs to be touched, sawtooth edging and 4 gold eyelets that honour her medals. The SDC ""10 4 01"" logo on the tongue represents the designers she handpicked to create a collection that lets you step into her world and feel extraordinary."
196,1,Nike React Miler 2,9197,Men's Road Running Shoes,"When running becomes a daily habit, stability and comfort are crucial.The Nike React Miler 2 delivers—bringing back the soft cushioning and intuitive design of its predecessor.Its redesigned upper helps cut down on the bulk, offering support and a secure feel on long and short road runs."
197,1,Nike DBreak-Type,6637,Men's Shoe,"The Nike DBreak-Type lets you deconstruct the past and step into the present with a reboot of OG Nike running.A soft, airy upper is combined with an exaggerated stitching to add a distinctly modern look to early Bowerman prototypes, while suede keeps you connected to retro athletics styling.Nodding to the champion Daybreak, the rubber Waffle sole adds a twist with about 5% Nike Grind, letting you walk between eras."
198,1,Nike Legend Essential 2 Premium,3997,Women's Training Shoe,"The Nike Legend Essential 2 Premium is equipped with a flat, stable heel, flexibility under the toes and side-to-side support. With tons of grip, you're ready to lift, HIIT, conquer a class or get stronger at the machines."
199,1,Nike React Infinity Run Flyknit 2,11597,Men's Road Running Shoes,"The Nike React Infinity Run Flyknit 2 continues to help keep you running.A refreshed upper uses Flywire technology that combines with Flyknit for support and breathability where you need it.The high foam provide soft responsiveness and long-lasting comfort, plus a wider forefoot for added stability.It's still one of our most tested shoes, designed to help you feel the potential when your foot hits the pavement."
200,1,Nike Zoom Fly 4,11597,Women's Road Running Shoes,"Take it to the streets and find your tempo. From the moment you lace up, the webbing on the lacing system wraps around your foot for a secure feel from start to finish. The added flex feels highly responsive and secure with every step. A soft, breathable upper is combined with a stretchy collar for a sock-like fit and a secure, stable sensation. You've got goals to hit, lace up and fly towards a new best."
201,1,Nike ACG Air Nasu 2,8237,Shoes,"Take on the tough terrain of the outdoors.The Nike ACG Air Nasu 2 steps up the durability with Ripstop on the upper and reinforced details to stand up to the rigours of the trail.It has mesh elements up top and a lining within to help keep you on your path with a breathable, supportive feel.A sticky rubber outsole is highlighted with lugs that are designed to help give you traction when navigating wet and rocky surfaces."
202,1,Nike Air Zoom G.T. Run,13277,Basketball Shoes,"As the game becomes increasingly high speed, lace up in a design that can help you stay ahead in the open floor or race out to that dangerous jump shooter in the corner. It's ultralight and low to the ground but loaded with cushioning from heel to toe, so you can play from sunrise to sunset on the tarmac or help your team own the all-day open run."
203,1,Nike Star Runner 3 Play,3597,Older Kids' Road Running Shoes,"Splatter and Swooshes never looked so good together.The Nike Star Runner 3 Play brings serious star power with versatile kicks made to run, walk and jump.They're boosted with durability and breathability where you need it.Plus, the colours bring art and sport together to express yourself from class to the track."
204,1,Nike Air Max Dawn,7437,Men's Shoes,"Rooted to athletics DNA, the Air Max Dawn is made from at least 20% recycled material by weight.Synthetic suede and other materials blend vintage running vibes with fresh details.Nike Air cushioning delivers a feel-good forecast for the day."
205,1,Nike Air Max 97 SE,13277,Women's Shoes,"Inspired by the sleek metallic beauty of Japanese bullet trains, the Nike Air Max 97 SE celebrates the 50th anniversary of the Swoosh.Featuring the original Swoosh design, a removable lace aglet with diamond, and other fast-paced details, it pushes the style you love full speed ahead.The revolutionary full-length Nike Air unit that shook up the running world lets you ride in first-class comfort."
206,1,Nike Offline 2.0,9197,Men's Mules,"Refresh and relax in the Nike Offline 2.0 Mules. A soft insole cushions your feet, while the padded, bootie-like upper feels stable yet airy. Rounded laces bring it into a new realm and let you personalise your fit, while the rubber heel piece contrasts against the technical upper for a modern look. We think it's OK to do nothing—just do it comfortably."
207,1,Nike ACG Air Mowabb,11597,Shoes,"Celebrate the great outdoors and get your feet dirty in the Nike ACG Air Mowabb.Celebrating its 30th year, the legendary hiking design gives you the advantage of comfy Air underfoot, supportive Huarache technology around the heel and a speckled midsole to deliver unmistakable comfort and style.Soft nubuck leather in the upper adds durability while the stretchy collar personalises the fit.Lace up and get to your next adventure."
208,1,Nike ZoomX Invincible Run Flyknit,13277,Women's Road Running Shoes,"Go for those long runs with lightweight, responsive foam that delivers a soft feel with every step.A Flyknit upper gives your foot breathability where you need it most and a secure fit you can depend on.Designed for maximum shock absorption with a wider forefoot for stability and a more curved outsole for easier heel-to-toe transitions. As one of our most tested shoes, lace up and feel the potential when your foot hits the tarmac."
209,1,Nike Metcon 7 FlyEase,9197,Training Shoes,"The Nike Metcon 7 FlyEase refines stability and durability to stand up to the push and pull of serious strength training.Lightweight, responsive cushioning dials up the comfort during workouts that include lifting, high-intensity intervals—even sprints and short runs.The training shoe has a collapsible heel that lets you step in without using your hands, then it snaps back up to secure your foot."
210,1,Nike Air Zoom Tempo NEXT% FlyEase,14077,Men's Easy On/Off Road Running Shoes,"The ultra-responsive Nike Air Zoom Tempo NEXT% FlyEase is designed to help you get the most from your training runs, so you can go confidently into your next (or first) race.It has a step-in entry and an internal lacing mechanism you operate with one hand.Pull one loop to tighten, another to release."
211,1,Nike ACG Deschutz,5437,Sandals,"The Nike ACG Deschutz Sandals return in desaturated tones that won't compromise your aesthetic.They use a quick-drying upper and plush cushioning where you need it, combining the comfort of a sandal with the performance of a shoe.Strap 'em on and take them to the trail—or city streets—your choice."
212,1,Nike Air Vapormax Evo SE,14957,Men's Shoe,"Showcasing the finest of Air Max, the Nike Air VaporMax Evo SE returns to celebrate the 50th anniversary of the Swoosh design.Blending distinguishing characteristics from 7 Nike icons, the storied silhouette now features the original Swoosh design.For added flair, a removable Swoosh dubrae sits atop the laces.From unbelievable Nike Air cushioning to overt '90s styling, it splices Air must-haves to create 1 celebratory shoe."
213,1,Nike Revolution 6 SE,3597,Older Kids' Road Running Shoes,"From all-day play to any-time wear, and even athletics training—we're all about positive vibes.The colourful graphics and shiny Swoosh play up the street art we love.Made from at least 20% recycled content by weight, lightweight, breathable and cushioned for growing feet, you can't go wrong with these kicks."
214,1,Nike Air Zoom Tempo NEXT% Flyknit,14077,Men's Road Running Shoes,"Match your tempo in our road running shoes that mix durability with soft yet snappy cushioning, helping push you towards your personal best. Super-responsive ZoomX foam gives you a smooth ride from beginning to end.It's built like a racer, but made for your everyday training routine.ZoomX Bold colours celebrate the world coming together for sport."
215,1,NikeCourt Legacy,3997,Women's Shoes,"Honouring its history rooted in tennis culture, the NikeCourt Legacy updates the classic, easy-to-wear design with a subtle tonal finish on the Swoosh, heel and tongue logo.Crafted from durable materials and featuring heritage details like the Swoosh number plate on the back, it lets you bridge sport and fashion."
216,1,Nike Team Hustle D 10 SE Dream,3197,Baby & Toddler Shoes,"No dream is too big with the Nike Team Hustle D 10.Whether it's sport, fantasies or the future—the sky's the limit for tomorrow's superstars.The cloud-inspired Swoosh and sky graphics bring everything to life on these kicks for kids.Plus, little ones can use the special box to create a mobile art project, so what are you waiting for?"
217,1,Nike Air Zoom Vomero 16,10797,Women's Road Running Shoes,"A trusted favourite for your daily training returns.This version adds responsive ZoomX foam cushioning, bringing an energetic pop to your stride that's perfect for high mileage on the road.It's super lightweight, with plenty of stretch and ventilation through the upper.Looking for the right amount of support?We've got you covered with an adjustable midfoot band and a stable clip at the heel."
218,1,Nike Air Huarache LE,8237,Men's Shoes,"Built to fit your foot and designed for comfort, the Nike Air Huarache LE brings back a street-level favourite.Crisp leather on the upper is mixed with super-breathable, perfectly shined neoprene-like fabric for easy styling.The iconic heel clip and stripped away branding keep the early '90s look you love."
219,1,Nike Jr. Phantom GT2 Club Dynamic Fit MG,3597,Younger/Older Kids' Multi-Ground Football Boot,"Building on the Phantom GT, the Nike Phantom GT2 Club Dynamic Fit MG features an updated design and patterning that are engineered to help you place your shots with pinpoint accuracy.Off-centre lacing provides a clean strike zone to help you dribble, pass and score with precision."
